Date,Max_Temp_C,21_Day_Avg,21_Day_Std,Upper_Danger_Limit,Is_Anomaly
2016-06-11,37.3,33.57619047619047,1.5361981519012178,36.648586779992904,True
2016-12-26,28.2,26.19047619047619,0.9838215091693249,28.15811920881484,True
2017-02-06,29.0,26.990476190476187,0.8774421701196682,28.745360530715523,True
2017-02-07,29.5,27.123809523809523,1.030487633067145,29.184784789943812,True
2017-02-10,30.0,27.442857142857147,1.2253862364866952,29.893629615830537,True
2017-02-21,32.3,29.114285714285714,1.5467015595406541,32.20768883336702,True
2017-03-02,34.2,30.495238095238093,1.3421908174608181,33.17961973015973,True
2017-03-03,35.0,30.73333333333333,1.6566029498142611,34.046539232961855,True
2017-03-24,35.0,30.5,2.158008341040402,34.8160166820808,True
2017-04-26,38.5,35.32380952380953,1.2660587513639794,37.855927026537486,True
2017-09-04,33.3,30.966666666666665,0.9456919865016856,32.85805063967003,True
2017-09-05,33.2,31.071428571428573,1.0640220191062943,33.19947260964116,True
2018-01-24,27.6,23.114285714285717,1.587225791841015,26.28873729796775,True
2018-02-03,29.3,25.12857142857143,1.7883352194548439,28.705241867481117,True
2018-02-04,30.4,25.533333333333335,1.9734065301739288,29.480146393681192,True
2018-02-23,33.0,29.82857142857143,1.1476684439082916,32.12390831638801,True
2018-02-24,34.2,30.061904761904763,1.483737237679308,33.02937923726338,True
2018-02-25,34.6,30.261904761904763,1.78422985920431,33.830364480313385,True
2018-04-14,36.1,32.94285714285714,1.556782396024434,36.05642193490601,True
2018-04-15,36.8,33.08571428571428,1.7633166800906361,36.612347645895554,True
2018-04-16,37.5,33.24285714285714,1.9988925505318136,37.24064224392077,True
2018-05-31,35.3,32.55238095238095,1.2098012430226899,34.97198343842633,True
2018-06-13,35.3,32.65714285714286,1.2097815623374424,35.076705981817746,True
2018-06-14,35.6,32.83809523809524,1.3511018431178232,35.54029892433089,True
2018-06-15,37.5,33.090476190476195,1.6807452995337933,36.45196678954378,True
2018-07-19,34.0,31.799999999999997,0.8689073598492512,33.5378147196985,True
2019-01-22,27.4,25.376190476190477,0.8543446388344749,27.084879753859425,True
2019-01-23,28.2,25.54285714285714,1.0375796010773697,27.61801634501188,True
2019-01-24,28.6,25.719047619047622,1.2209091070261908,28.160865833100004,True
2019-01-25,28.9,25.94285714285714,1.3522468075657894,28.64735075798872,True
2019-02-20,32.7,28.742857142857144,1.9171779856267495,32.57721311411064,True
2019-02-21,33.2,29.1,2.0179197209008124,33.13583944180163,True
2019-02-22,34.7,29.457142857142852,2.3077199632043404,34.07258278355153,True
2019-04-27,37.2,34.31904761904762,1.3388872423095741,36.99682210366677,True
2020-01-15,26.0,22.666666666666668,1.642964799785339,25.952596266237347,True
2020-01-16,27.0,22.976190476190474,1.8173895459986322,26.610969568187738,True
2020-01-17,27.8,23.376190476190477,1.9128263804917387,27.201843237173954,True
2020-02-14,29.4,24.995238095238093,1.7001400502536839,28.39551819574546,True
2020-02-15,29.2,25.24761904761905,1.909874092085514,29.06736723179008,True
2020-03-27,38.0,32.46190476190476,2.6456523185174743,37.75320939893971,True
2020-03-28,38.2,33.01428571428571,2.5704641048430212,38.15521392397176,True
2020-07-27,34.5,31.642857142857142,1.235949606000249,34.11475635485764,True
2020-10-10,33.2,31.14761904761904,0.8755678429566677,32.89875473353238,True
2021-01-05,28.5,25.257142857142856,1.4441507637958773,28.14544438473461,True
2021-01-06,29.3,25.35238095238095,1.6384807132279084,28.629342378836768,True
2021-01-07,30.5,25.547619047619047,1.97853962498097,29.504698297580987,True
2021-02-11,29.5,26.06190476190476,1.6912942353348752,29.44449323257451,True
2021-02-25,33.2,29.56190476190476,1.7408262953198648,33.04355735254449,True
2021-02-26,34.8,29.904761904761905,2.0215034480497667,33.94776880086144,True
2021-02-27,34.7,30.219047619047615,2.2292642390752975,34.67757609719821,True
2021-02-28,35.7,30.66190476190476,2.3529717785126794,35.36784831893012,True
2021-03-30,40.2,35.63333333333333,1.8942896645799279,39.42191266249319,True
2021-03-31,40.8,35.885714285714286,2.203471287375153,40.29265686046459,True
2022-02-01,26.8,23.60952380952381,1.5052922513273814,26.620108312178573,True
2022-02-02,27.9,23.79047619047619,1.7719776414803439,27.33443147343688,True
2022-02-03,28.5,23.923809523809524,2.011940546314983,27.94769061643949,True
2022-03-15,35.4,32.34285714285714,1.3496560408386433,35.042169224534426,True
2022-03-16,36.5,32.65238095238095,1.520072053430308,35.69252505924157,True
2022-03-17,37.0,32.938095238095244,1.7416877419551853,36.421470722005616,True
2022-04-14,37.6,35.38571428571428,1.0873296254063438,37.56037353652697,True
2022-04-15,39.8,35.53333333333334,1.43085056289394,38.39503445912122,True
2022-04-25,40.0,36.34285714285714,1.7420021321950052,39.82686140724715,True
2022-07-20,33.2,31.890476190476193,0.6081979627601651,33.106872115996524,True
2023-01-23,29.5,25.4,1.913112646971262,29.226225293942523,True
2023-02-11,32.7,28.652380952380955,1.9921393143101795,32.63665958100131,True
2023-03-13,35.8,33.890476190476186,0.9544133076951256,35.79930280586644,True
2023-08-01,33.7,32.10476190476191,0.6967612148198897,33.49828433440169,True
2024-01-30,26.8,23.047619047619047,1.6830386352135136,26.413696318046075,True
2024-02-20,31.6,27.252380952380957,2.0126149774909257,31.277610907362806,True
2024-02-21,32.9,27.604761904761908,2.3154861671964047,32.235734239154716,True
2024-04-19,40.8,36.614285714285714,2.0570089242116167,40.728303562708945,True
2024-04-20,41.7,36.885714285714286,2.32986817530224,41.54545063631877,True
2025-01-22,28.5,25.419047619047618,1.5194140474606246,28.457875713968868,True
2025-01-30,30.0,26.580952380952382,1.5800693173467415,29.741091015645864,True
2025-01-31,30.3,26.885714285714286,1.652660193230067,30.19103467217442,True
2025-03-01,34.3,30.12857142857143,1.916022666135282,33.960616760841994,True
2025-04-23,42.1,35.69047619047619,2.3905866982616906,40.47164958699957,True
2025-10-17,34.2,31.4,1.3834738884421471,34.16694777688429,True
2025-10-19,35.2,31.74761904761905,1.673206217900305,35.09403148341966,True
2026-01-19,27.9,23.604761904761904,1.8869224124160493,27.378606729594004,True
2026-01-20,29.0,24.00952380952381,2.0885173597331064,28.186558528990023,True
2026-02-11,30.0,27.638095238095236,0.8771979197864528,29.39249107766814,True
2026-02-18,31.1,28.361904761904757,1.3078517463679196,30.977608254640597,True
2026-02-19,31.8,28.523809523809526,1.507947201299228,31.53970392640798,True
2026-02-20,32.1,28.75238095238095,1.668418127335124,32.0892172070512,True
